Loan #,Loan Type,Balance,Rate,Term,Asset,Asset Value
54170,Auto Loan,22772.19,0.045,73,Car,29394
54171,Auto Loan,11011.5,0.035,49,Car,21800
54172,Auto Loan,23410.4,0.019,61,Car,64034
54173,Auto Loan,18758.35,0.019,62,Car,55289
54174,Auto Loan,14063.46,0.0425,62,Car,30289
54175,Auto Loan,27002,0.035,49,Car,34256
54176,Auto Loan,23644.43,0.0585,62,Car,23475
54177,Auto Loan,13386,0.035,61,Car,24991
54178,Auto Loan,26116.83,0.019,62,Car,34737
54179,Auto Loan,27272.81,0.087,74,Car,20242
54180,Auto Loan,19725.27,0.045,74,Car,29560
54181,Auto Loan,37805.62,0.03,76,Car,41417
54182,Auto Loan,25375.58,0.0565,73,Car,20479
54183,Auto Loan,14092.83,0.0795,62,Car,18600
54184,Auto Loan,19468.15,0.0725,74,Car,25012
54185,Auto Loan,22572.55,0.035,77,Car,22625
54186,Auto Loan,37430.1,0.056,76,Car,27687
54187,Auto Loan,23950.07,0.019,50,Car,43505
54188,Auto Loan,34525.8,0,62,Car,33866
54189,Auto Loan,28628.4,0.0625,74,Car,23500
54190,Auto Loan,20000,0.019,62,Car,30975
54191,Auto Loan,33834.5,0.095,74,Car,28527
54192,Auto Loan,32854.22,0.029,61,Car,31522
54193,Auto Loan,54447.84,0,50,Car,40498
54194,Auto Loan,40860,0,61,Car,33295
54195,Auto Loan,33209.51,0.118,73,Car,26211
54196,Auto Loan,35299.21,0.049,73,Car,42344
54197,Auto Loan,26864.39,0.019,61,Car,37725
54198,Auto Loan,45272.68,0.0575,73,Car,35833
54199,Auto Loan,28617.32,0.019,73,Car,23825
54200,Auto Loan,20902.01,0.035,61,Car,27728
54201,Auto Loan,25044.87,0.025,61,Car,24765
54202,Auto Loan,28721.01,0.0825,73,Car,26232
54203,Auto Loan,31673.14,0.0825,73,Car,25103
54204,Auto Loan,20199,0.025,61,Car,29479
54205,Auto Loan,23600.39,0.019,50,Car,48316
54206,Auto Loan,23029,0.019,62,Car,21639
54207,Auto Loan,18822.06,0.029,62,Car,28079
54208,Auto Loan,55548.01,0.029,73,Car,40484
54209,Auto Loan,49531.17,0.019,68,Car,48256
54210,Auto Loan,31481,0.0175,68,Car,30108
54211,Auto Loan,28642.11,0.039,74,Car,26228
54212,Auto Loan,24264.37,0.0225,60,Car,26622
54213,Auto Loan,49134.66,0.019,67,Car,46612
54214,Auto Loan,32683.04,0.039,73,Car,22542
54215,Auto Loan,27378.26,0.019,61,Car,28308
54216,Auto Loan,23043.89,0.0275,73,Car,24873
54217,Auto Loan,23040.04,0,62,Car,29737
54218,Auto Loan,63785.04,0.029,73,Car,47485
54219,Auto Loan,31663.36,0.039,74,Car,24172
54220,Auto Loan,30852.09,0.039,73,Car,28036
54221,Auto Loan,19202.8,0.019,62,Car,32936
54222,Auto Loan,17591.6,0.0275,61,Car,22764
54223,Auto Loan,35815.61,0.029,73,Car,34572
54224,Auto Loan,49856.2,0.059,74,Car,42689
54225,Auto Loan,48773.97,0.019,68,Car,46498
54226,Auto Loan,16441.63,0.0175,68,Car,17430
54227,Auto Loan,49609.7,0.029,73,Car,45600
54228,Auto Loan,42277.89,0.0325,74,Car,39818
54229,Auto Loan,32624.49,0.0225,67,Car,39508
54230,Auto Loan,28420.53,0.0225,67,Car,34181
54231,Auto Loan,35075.48,0.059,74,Car,30509
54232,Auto Loan,47487.5,0.019,61,Car,46225
54233,Auto Loan,35316.25,0.049,73,Car,36377
54234,Auto Loan,20373.31,0.029,62,Car,19755
54235,Auto Loan,39821.77,0.0275,50,Car,36588
54236,Auto Loan,28293.12,0,74,Car,29923
54237,Auto Loan,23302.79,0.035,73,Car,28172
54238,Auto Loan,10792.24,0.019,61,Car,35043
54239,Auto Loan,23710.88,0.039,61,Car,34942
54240,Auto Loan,26616.75,0.009,62,Car,21847
54241,Auto Loan,15845.66,0.035,68,Car,24777
54242,Auto Loan,27997.65,0,62,Car,24419
54243,Auto Loan,23062.53,0.025,61,Car,25785
54244,Auto Loan,33510.78,0.0275,74,Car,24838
54245,Auto Loan,23974.54,0.05,73,Car,26843
54246,Auto Loan,23259.92,0.0325,73,Car,24428
54247,Auto Loan,14248.5,0.045,73,Car,32154
54248,Auto Loan,29289,0,61,Car,27874
54249,Auto Loan,37985.4,0.019,61,Car,68451
54250,Auto Loan,18787.43,0.04,67,Car,19805
54251,Auto Loan,16820.61,0.009,61,Car,29402
54252,Auto Loan,24178.49,0.0605,61,Car,19950
54253,Auto Loan,21730.13,0.0475,73,Car,36757
54254,Auto Loan,19241.02,0.049,73,Car,20612
54255,Auto Loan,26647.54,0.025,61,Car,31423
54256,Auto Loan,27069.46,0.035,61,Car,26127
54257,Auto Loan,20139.69,0.025,61,Car,20137
54258,Auto Loan,19995.01,0.009,61,Car,19825
54259,Auto Loan,21681.25,0.019,61,Car,46139
54260,Auto Loan,18137.45,0.0855,74,Car,20275
54261,Auto Loan,26603.4,0.029,73,Car,42921
54262,Auto Loan,25492.51,0.097,73,Car,20025
54263,Auto Loan,33848.93,0.0855,73,Car,39125
54264,Auto Loan,22101.02,0.0425,76,Car,22523
54265,Auto Loan,21688.77,0.009,62,Car,25800
54266,Auto Loan,20556.97,0.0355,73,Car,20575
54267,Auto Loan,29966.27,0.096,73,Car,27355
54268,Auto Loan,17769.08,0.049,73,Car,22594
54269,Auto Loan,35628.11,0.0325,73,Car,28440
54270,Auto Loan,27030.1,0.025,61,Car,29830
54271,Auto Loan,24752.5,0.035,76,Car,23201
54272,Auto Loan,13190.39,0.025,61,Car,28854
54273,Auto Loan,20033.88,0.039,76,Car,23407
54274,Auto Loan,29419,0.0499,73,Car,32325
54275,Auto Loan,38142.94,0.052,74,Car,30550
54276,Auto Loan,26728.9,0.025,62,Car,29179
54277,Auto Loan,20198.46,0.039,61,Car,21951
54278,Auto Loan,41096.29,0.019,62,Car,34972
54279,Auto Loan,18554.07,0.025,62,Car,31389
54280,Auto Loan,22037.61,0.0669,73,Car,24413
54281,Auto Loan,28484.08,0.045,73,Car,34441
54282,Auto Loan,18145,0.035,62,Car,20961
54283,Auto Loan,23762.16,0,74,Car,27066
54284,Auto Loan,26573.25,0.045,74,Car,26966
54285,Auto Loan,27346.58,0,73,Car,30093
54286,Auto Loan,28965.6,0,74,Car,27833
54287,Auto Loan,25720.14,0.0929,74,Car,20960
54288,Auto Loan,27679.11,0,74,Car,29795
54289,Auto Loan,18348.5,0.025,61,Car,27137
54290,Auto Loan,37925.73,0.029,67,Car,37484
54291,Auto Loan,37058.01,0.019,61,Car,40860
54292,Auto Loan,17692.2,0,62,Car,24159
54293,Auto Loan,17441.12,0.019,62,Car,23979
54294,Auto Loan,29365,0.019,62,Car,41253
54295,Auto Loan,35634.67,0.029,73,Car,36139
54296,Auto Loan,28405.74,0.0375,74,Car,28142
54297,Auto Loan,33263.83,0.029,62,Car,31042
54298,Auto Loan,25601.58,0.049,73,Car,28668
54299,Auto Loan,19744.62,0.029,62,Car,25806
54300,Auto Loan,23328.06,0,50,Car,29262
54301,Auto Loan,34286.76,0,50,Car,28079
54302,Auto Loan,32809.63,0.0755,73,Car,40981
54303,Auto Loan,28105.59,0.085,74,Car,21243
54304,Auto Loan,17996.39,0.049,61,Car,22785
54305,Auto Loan,12493,0.0425,74,Car,22228
54306,Auto Loan,5878.5,0,38,Car,11550
54307,Auto Loan,28166.72,0.019,62,Car,32662
54308,Auto Loan,18050.89,0.019,38,Car,44068
54309,Auto Loan,27142.65,0.0325,62,Car,21544
54310,Auto Loan,28050.38,0.0566,74,Car,28625
54311,Auto Loan,21575.84,0.019,60,Car,33860
54312,Auto Loan,33578.38,0.049,73,Car,27742
54313,Auto Loan,25679,0.0505,73,Car,21544
54314,Auto Loan,21448.1,0.045,73,Car,28551
54315,Auto Loan,22716.77,0.045,76,Car,21002
54316,Auto Loan,15640.54,0.025,37,Car,36404
54317,Auto Loan,17841.66,0.035,77,Car,16876
54318,Auto Loan,15028.42,0.0823,37,Car,27420
54319,Auto Loan,19616.44,0.035,61,Car,29962
54320,Auto Loan,46256.32,0.039,73,Car,37980
54321,Auto Loan,28947.36,0.0345,73,Car,21139
54322,Auto Loan,21787.21,0.0355,73,Car,27739
54323,Auto Loan,31526.81,0.039,73,Car,26216
54324,Auto Loan,27023.33,0.059,73,Car,33834
54325,Auto Loan,14725.64,0.0499,73,Car,20350
54326,Auto Loan,25716.14,0.049,73,Car,20967
54327,Auto Loan,11190.81,0.0845,73,Car,16725
54328,Auto Loan,32476.8,0.0715,73,Car,25116
54329,Auto Loan,20000,0.009,62,Car,23950
54330,Auto Loan,22513.29,0.019,62,Car,25134
54331,Auto Loan,21267,0.035,74,Car,31457
54332,Auto Loan,22806.97,0.029,73,Car,19039
54333,Auto Loan,27855.05,0.0655,73,Car,26425
54334,Auto Loan,26125.6,0.009,62,Car,23077
54335,Auto Loan,28420.2,0.019,62,Car,37061
54336,Auto Loan,31403.52,0.035,68,Car,23394
54337,Auto Loan,19816.17,0.045,74,Car,26182
54338,Auto Loan,29468.83,0.019,62,Car,36998
54339,Auto Loan,22449.64,0.0825,74,Car,17372
54340,Auto Loan,40058.55,0.009,61,Car,34174
54341,Auto Loan,26981.81,0.065,73,Car,19710
54342,Auto Loan,38144.99,0.019,61,Car,48381
54343,Auto Loan,37594.93,0.029,73,Car,30077
54344,Auto Loan,25273.25,0.0555,73,Car,28799
54345,Auto Loan,37675.78,0,73,Car,34254
54346,Auto Loan,54042.66,0.019,68,Car,47579
54347,Auto Loan,31310.75,0.019,74,Car,32461
54348,Auto Loan,37510.57,0.019,67,Car,35357
54349,Auto Loan,15840,0.0225,49,Car,25630
54350,Auto Loan,26896.8,0,61,Car,20777
54351,Auto Loan,28100.12,0.019,73,Car,29152
54352,Auto Loan,34301.25,0.029,74,Car,40213
54353,Auto Loan,25462.27,0.0325,38,Car,43607
54354,Auto Loan,52493.4,0.0615,74,Car,38861
54355,Auto Loan,25594.17,0.019,61,Car,41064
54356,Auto Loan,15077,0.029,49,Car,22660
54357,Auto Loan,39187.54,0.0325,74,Car,42518
54358,Auto Loan,19789.81,0.0275,68,Car,21941
54359,Auto Loan,22446.47,0.019,50,Car,24788
54360,Auto Loan,39191.5,0.019,62,Car,46691
54361,Auto Loan,24160.4,0.035,74,Car,30032
54362,Auto Loan,26794.75,0.025,61,Car,29566
54363,Auto Loan,26610,0.025,62,Car,33551
54364,Auto Loan,24384.96,0.069,73,Car,25459
54365,Auto Loan,20044.62,0.035,73,Car,21581
54366,Auto Loan,20057.37,0.035,61,Car,19788
54367,Auto Loan,27315.39,0,73,Car,26894
54368,Auto Loan,23830.96,0.035,61,Car,23528
54369,Auto Loan,25227.62,0.059,73,Car,21597
54370,Auto Loan,23741.75,0.045,76,Car,22736
54371,Auto Loan,20870.06,0.0375,61,Car,29337
54372,Auto Loan,10750.72,0.0555,37,Car,17150
54373,Auto Loan,34382.75,0.009,61,Car,25068
54374,Auto Loan,19999.01,0.019,62,Car,31866
54375,Auto Loan,33980.72,0.019,62,Car,30288
54376,Auto Loan,26374,0.0695,74,Car,17100
54377,Auto Loan,43198.37,0.0275,74,Car,43985
54378,Auto Loan,24497.09,0.0425,62,Car,20789
54379,Auto Loan,61112.74,0.0625,62,Car,43822
54380,Auto Loan,29324.92,0.009,61,Car,29069
54381,Auto Loan,21166.56,0.0675,73,Car,23900
54382,Auto Loan,31601.51,0.019,61,Car,45802
54383,Auto Loan,9904.63,0.0425,73,Car,19991
54384,Auto Loan,19937.49,0.019,61,Car,32771
54385,Auto Loan,32125.21,0.019,61,Car,26853
54386,Auto Loan,40182.03,0.019,49,Car,45189
54387,Auto Loan,19379.72,0.045,76,Car,16730
54388,Auto Loan,21539.02,0.0535,73,Car,24428
54389,Auto Loan,28586.07,0.025,62,Car,24883
54390,Auto Loan,30691.6,0.019,62,Car,32306
54391,Auto Loan,29932.98,0.025,62,Car,31657
54392,Auto Loan,17362.87,0.045,74,Car,32173
54393,Auto Loan,27620.7,0.019,62,Car,33504
54394,Auto Loan,52649,0.0655,74,Car,52050
54395,Auto Loan,8870.25,0.0545,73,Car,18900
54396,Auto Loan,25484.37,0.045,74,Car,42833
54397,Auto Loan,27469.86,0.019,68,Car,35053
54398,Auto Loan,27083.25,0.029,62,Car,27304
54399,Auto Loan,30597.07,0.0819,76,Car,23603
54400,Auto Loan,42557.59,0.019,61,Car,40684
54401,Auto Loan,34138.68,0,67,Car,30312
54402,Auto Loan,44948,0.0679,77,Car,30004
54403,Auto Loan,24310.97,0.0719,74,Car,28739
54404,Auto Loan,19262.44,0.035,49,Car,34350
54405,Auto Loan,26640.07,0.045,77,Car,23379
54406,Auto Loan,11638.32,0.019,50,Car,17641
54407,Auto Loan,24592.9,0.019,68,Car,16751
54408,Auto Loan,71358.24,0.0502,73,Car,46153
54409,Auto Loan,20544.03,0.035,74,Car,29665
54410,Auto Loan,9744.78,0.035,62,Car,40204
54411,Auto Loan,12082.4,0.019,61,Car,36121
54412,Auto Loan,15441.97,0.0555,49,Car,21000
54413,Auto Loan,25180.86,0.071,73,Car,20843
54414,Auto Loan,30410.75,0,49,Car,30873
54415,Auto Loan,19498.41,0.0425,73,Car,24075
54416,Auto Loan,28055.04,0,49,Car,29286
54417,Auto Loan,18729.67,0,49,Car,24029
54418,Auto Loan,33248.77,0.026,76,Car,38883
54419,Auto Loan,34477.28,0.045,76,Car,30770
54420,Auto Loan,12160.03,0.0225,61,Car,33646
54421,Auto Loan,42893.08,0.029,73,Car,34570
54422,Auto Loan,28067.04,0.05,61,Car,33683
54423,Auto Loan,11346.32,0.025,49,Car,22131
54424,Auto Loan,25208.1,0.029,61,Car,29255
54425,Auto Loan,8948.39,0.0855,73,Car,17275
54426,Auto Loan,20694.47,0.049,61,Car,21623
54427,Auto Loan,43089.18,0.039,73,Car,30328
54428,Auto Loan,19777.2,0.03,61,Car,19988
54429,Auto Loan,27913.21,0.009,62,Car,21023
54430,Auto Loan,8265.57,0.0345,49,Car,14025
54431,Auto Loan,24796.8,0.019,73,Car,21575
54432,Auto Loan,19649.33,0.029,73,Car,25203
54433,Auto Loan,24445.31,0.009,62,Car,20958
54434,Auto Loan,33004.99,0.0825,74,Car,25222
54435,Auto Loan,21733.65,0.0483,73,Car,25575
54436,Auto Loan,25584.65,0.039,74,Car,28673
54437,Auto Loan,26134.64,0.019,62,Car,56338
54438,Auto Loan,34541.89,0.039,74,Car,24790
54439,Auto Loan,26861.12,0.0675,74,Car,23748
54440,Auto Loan,32792.19,0.077,73,Car,26773
54441,Auto Loan,13776.52,0.009,61,Car,26707
54442,Auto Loan,16457.74,0.0225,37,Car,26220
54443,Auto Loan,27193.3,0.019,49,Car,37636
54444,Auto Loan,26670.69,0.0755,67,Car,22131
54445,Auto Loan,22587.64,0.075,73,Car,19991
54446,Auto Loan,53698.25,0.063,73,Car,43534
54447,Auto Loan,41212.15,0.019,67,Car,47433
54448,Auto Loan,48749.09,0.0175,67,Car,43829
54449,Auto Loan,30509.88,0.0415,73,Car,20649
54450,Auto Loan,40462.32,0.029,74,Car,43579
54451,Auto Loan,37542.56,0.0425,74,Car,39843
54452,Auto Loan,22791.88,0.0325,68,Car,28786
54453,Auto Loan,34447.8,0.0325,68,Car,42209
54454,Auto Loan,12537.05,0.029,50,Car,19897
54455,Auto Loan,34226.43,0.0225,67,Car,42636
54456,Auto Loan,36842.39,0.019,67,Car,43226
54457,Auto Loan,74203.92,0.019,62,Car,62345
54458,Auto Loan,31345.74,0.0225,68,Car,35001
54459,Auto Loan,25268.55,0,74,Car,24044
54460,Auto Loan,22286.08,0.043,74,Car,19554
54461,Auto Loan,20689.85,0.045,73,Car,20182
54462,Auto Loan,40474.8,0,61,Car,36063
54463,Auto Loan,12970,0.019,62,Car,39181
54464,Auto Loan,27827.44,0,73,Car,30137
54465,Auto Loan,27500,0.019,62,Car,28545
54466,Auto Loan,29666.83,0.039,76,Car,24525
54467,Auto Loan,19987.8,0.039,74,Car,18413
54468,Auto Loan,24382.96,0.019,73,Car,25558
54469,Auto Loan,17166.6,0,62,Car,32046
54470,Auto Loan,33000,0,61,Car,32224
54471,Auto Loan,25819.13,0.019,73,Car,22825
54472,Auto Loan,38814.95,0.039,73,Car,39210
54473,Auto Loan,54849.95,0.019,62,Car,46448
54474,Auto Loan,21949.16,0.029,62,Car,23309
54475,Auto Loan,18250,0.029,37,Car,19588
54476,Auto Loan,31331.32,0.035,73,Car,33117
54477,Auto Loan,33617.6,0.019,61,Car,38634
54478,Auto Loan,47324.28,0.019,62,Car,39610
54479,Auto Loan,51808,0.0375,77,Car,43895
54480,Auto Loan,36651.68,0.069,38,Car,32819
54481,Auto Loan,25485.64,0.019,74,Car,28150
54482,Auto Loan,14393.01,0.0905,74,Car,21750
54483,Auto Loan,34429.24,0.06,77,Car,25245
54484,Auto Loan,29811.22,0.035,77,Car,28763
54485,Auto Loan,33500,0.019,62,Car,29488
54486,Auto Loan,42634.26,0.025,62,Car,40817
54487,Auto Loan,7920.55,0.0325,77,Car,19710
54488,Auto Loan,39344.45,0.0525,50,Car,47989
54489,Auto Loan,33064,0.05,62,Car,27622
54490,Auto Loan,19642.38,0.0425,74,Car,28565
54491,Auto Loan,11848.61,0.019,62,Car,23924
54492,Auto Loan,25867.18,0.0805,73,Car,25575
54493,Auto Loan,31005.05,0.025,61,Car,29815
54494,Auto Loan,11680,0.035,62,Car,29429
54495,Auto Loan,22318.32,0.0605,73,Car,23040
54496,Auto Loan,31542,0.045,76,Car,28039
54497,Auto Loan,36896.14,0.019,61,Car,34741
54498,Auto Loan,19139.04,0.009,49,Car,22137
54499,Auto Loan,17241,0,50,Car,29521
54500,Auto Loan,15170.62,0.029,61,Car,29651
54501,Auto Loan,53617.94,0.087,73,Car,44583
54502,Auto Loan,21853.69,0,61,Car,28783
54503,Auto Loan,29492.2,0.019,62,Car,32200
54504,Auto Loan,26978.62,0.0425,61,Car,27197
54505,Auto Loan,33302.7,0.0575,74,Car,22412
54506,Auto Loan,18064.59,0.0425,62,Car,18601
54507,Auto Loan,35516,0.0425,74,Car,28205
54508,Auto Loan,13436,0.0475,74,Car,21073
54509,Auto Loan,16517.51,0.019,62,Car,28582
54510,Auto Loan,21082.33,0.0255,62,Car,47702
54511,Auto Loan,23529.57,0.029,62,Car,20963
54512,Auto Loan,11640,0.029,50,Car,31407
54513,Auto Loan,16210.42,0.019,41,Car,43895
54514,Auto Loan,16742.07,0.065,74,Car,20143
54515,Auto Loan,24002.59,0.0325,77,Car,25760
54516,Auto Loan,27297.8,0.0425,77,Car,24222
54517,Auto Loan,30238.9,0.019,62,Car,32127
54518,Auto Loan,28843.39,0.0525,76,Car,28673
54519,Auto Loan,37296,0.0825,73,Car,28174
54520,Auto Loan,20667.57,0.0465,73,Car,21300
54521,Auto Loan,25123.35,0.019,68,Car,30651
54522,Auto Loan,21065.76,0.0825,74,Car,19889
54523,Auto Loan,40255.29,0.029,74,Car,42984
54524,Auto Loan,30889.44,0.063,73,Car,22903
54525,Auto Loan,24850.94,0.0834,74,Car,25916
54526,Auto Loan,15000,0.019,62,Car,25524
54527,Auto Loan,26121,0.079,73,Car,26620
54528,Auto Loan,25603.1,0.029,74,Car,20334
54529,Auto Loan,39105.57,0.0225,68,Car,42983
54530,Auto Loan,25687.45,0.08,74,Car,22744
54531,Auto Loan,36746.31,0.0499,73,Car,24945
54532,Auto Loan,29614,0.0505,73,Car,26194
54533,Auto Loan,28837.8,0.06,74,Car,26288
54534,Auto Loan,37404.72,0,74,Car,38375
54535,Auto Loan,40728.77,0,62,Car,33468
54536,Auto Loan,29906.8,0.045,74,Car,30833
54537,Auto Loan,24403.81,0.025,62,Car,32711
54538,Auto Loan,26573.19,0.035,61,Car,31600
54539,Auto Loan,24408,0.035,73,Car,29676
54540,Auto Loan,38481.57,0.019,62,Car,45016
54541,Auto Loan,36575.98,0.009,49,Car,45339
54542,Auto Loan,19131.54,0.0299,73,Car,23899
54543,Auto Loan,25331.43,0.035,73,Car,28443
54544,Auto Loan,28907,0.035,62,Car,28847
54545,Auto Loan,31450,0.019,61,Car,41004
54546,Auto Loan,44339.01,0.039,74,Car,40721
54547,Auto Loan,25005.57,0.035,73,Car,23575
54548,Auto Loan,22337.63,0.049,73,Car,25669
54549,Auto Loan,16200,0.035,74,Car,20392
54550,Auto Loan,12661.22,0.0475,77,Car,19835
54551,Auto Loan,20271.01,0.045,77,Car,20023
54552,Auto Loan,28910.55,0.029,74,Car,24259
54553,Auto Loan,32573.61,0.059,62,Car,27655
54554,Auto Loan,13924.17,0.035,74,Car,22963
54555,Auto Loan,39337.48,0.019,61,Car,33139
54556,Auto Loan,41351.15,0.045,74,Car,26366
54557,Auto Loan,14886.97,0.045,74,Car,20785
54558,Auto Loan,30404.7,0.0415,73,Car,19710
54559,Auto Loan,21924.26,0.0795,65,Car,23975
54560,Auto Loan,19266.42,0.0475,68,Car,28894
54561,Auto Loan,24249.51,0.019,68,Car,16876
54562,Auto Loan,56043.68,0.019,62,Car,45907
54563,Auto Loan,22116.61,0.035,62,Car,21971
54564,Auto Loan,19564.95,0.0795,62,Car,14900
54565,Auto Loan,39670.16,0.019,49,Car,40742
54566,Auto Loan,20991.95,0.009,61,Car,19406
54567,Auto Loan,28185.97,0.025,62,Car,32215
54568,Auto Loan,23043,0,61,Car,21576
54569,Auto Loan,22432.19,0.045,73,Car,33851
54570,Auto Loan,14881.99,0.039,61,Car,31774
54571,Auto Loan,20896.99,0,61,Car,22495
54572,Auto Loan,43348.42,0.019,61,Car,50856
54573,Auto Loan,72273.12,0.019,61,Car,62271
54574,Auto Loan,21415,0.0825,73,Car,16853
54575,Auto Loan,24162,0,61,Car,20622
54576,Auto Loan,36435.7,0.019,67,Car,29459
54577,Auto Loan,31620.57,0.025,67,Car,25878
54578,Auto Loan,38052.96,0.049,73,Car,31245
54579,Auto Loan,20119,0,67,Car,17075
54580,Auto Loan,32011.46,0.019,73,Car,28834
54581,Auto Loan,33818.5,0.055,73,Car,32592
54582,Auto Loan,23455.3,0.089,73,Car,24035
54583,Auto Loan,24115.3,0.0895,73,Car,26223
54584,Auto Loan,25695.83,0.035,73,Car,31287
54585,Auto Loan,45217.94,0.019,67,Car,48435
54586,Auto Loan,20546.6,0.0825,73,Car,18434
54587,Auto Loan,42489.79,0.019,67,Car,42961
54588,Auto Loan,28776.1,0.0625,73,Car,24960
54589,Auto Loan,33959.45,0.019,62,Car,38462
54590,Auto Loan,35533.12,0.0825,74,Car,31991
54591,Auto Loan,29870.81,0.025,73,Car,33531
54592,Auto Loan,25950.01,0.039,73,Car,24271
54593,Auto Loan,23352.6,0.0225,61,Car,26418
54594,Auto Loan,20603.4,0.069,73,Car,21690
54595,Auto Loan,39789.6,0,62,Car,33924
54596,Auto Loan,18396,0,61,Car,28265
54597,Auto Loan,31526.72,0,62,Car,23953
54598,Auto Loan,19374,0,61,Car,24917
54599,Auto Loan,26890.2,0,62,Car,25310
54600,Auto Loan,23797.44,0.039,73,Car,26899
54601,Auto Loan,37369.02,0.019,67,Car,37103
54602,Auto Loan,40979.02,0.039,73,Car,44778
54603,Auto Loan,20911,0.0505,73,Car,23237
54604,Auto Loan,32663.96,0.0325,73,Car,36462
54605,Auto Loan,14609.61,0.0175,62,Car,17127
54606,Auto Loan,25470.19,0.029,74,Car,27961
54607,Auto Loan,29053,0.029,74,Car,29335
54608,Auto Loan,55056.69,0.019,68,Car,48283
54609,Auto Loan,42605,0,74,Car,38306
54610,Auto Loan,19975.25,0.0825,73,Car,16993
54611,Auto Loan,32627.23,0.049,74,Car,29974
54612,Auto Loan,30201.88,0.039,73,Car,31759
54613,Auto Loan,21260.63,0.029,61,Car,41549
54614,Auto Loan,41516.52,0.019,62,Car,39598
54615,Auto Loan,26479.08,0.0825,73,Car,22814
54616,Auto Loan,35354,0.0825,74,Car,32147
54617,Auto Loan,14327,0.039,62,Car,26195
54618,Auto Loan,29271.88,0.035,73,Car,32229
54619,Auto Loan,28830.76,0.0225,67,Car,27775
54620,Auto Loan,30659,0.075,73,Car,27552
54621,Auto Loan,44630.19,0.019,55,Car,38003
54622,Auto Loan,21839.89,0.0225,61,Car,23904
54623,Auto Loan,30286.72,0.039,74,Car,38449
54624,Auto Loan,28495.28,0.0705,73,Car,26528
54625,Auto Loan,33208.64,0.019,61,Car,28903
54626,Auto Loan,20162.08,0,61,Car,21691
54627,Auto Loan,27006.04,0,61,Car,29512
54628,Auto Loan,77656.33,0.0805,73,Car,59925
54629,Auto Loan,18944.95,0.019,62,Car,32687.24
54630,Auto Loan,17000.09,0.029,62,Car,24547
54631,Auto Loan,31097.5,0.009,61,Car,30897
54632,Auto Loan,46884,0.029,74,Car,33195
54633,Auto Loan,20690,0.0835,62,Car,17700
54634,Auto Loan,28373.04,0.019,62,Car,28870
54635,Auto Loan,17145.04,0.039,73,Car,31085
54636,Auto Loan,18077.6,0.019,73,Car,21828
54637,Auto Loan,27357.31,0.0725,73,Car,21880
54638,Auto Loan,23353.84,0.0495,74,Car,28103
54639,Auto Loan,20133,0,61,Car,31462
54640,Auto Loan,25747.02,0.0325,61,Car,26088
54641,Auto Loan,27473.04,0,73,Car,28533
54642,Auto Loan,38594.27,0.019,61,Car,45523
54643,Auto Loan,20514.06,0.009,49,Car,40349
54644,Auto Loan,40421.78,0.019,67,Car,40599
54645,Auto Loan,33716,0.039,73,Car,33741
54646,Auto Loan,18600,0,62,Car,26314
54647,Auto Loan,21500.4,0,61,Car,20900
54648,Auto Loan,32358.55,0.049,74,Car,31265
54649,Auto Loan,24989.4,0.0399,77,Car,19927
54650,Auto Loan,27069.52,0.039,74,Car,33530
54651,Auto Loan,21943.44,0,74,Car,26551
54652,Auto Loan,24012.28,0.049,73,Car,25588
54653,Auto Loan,41905.55,0.0275,61,Car,46803
54654,Auto Loan,26590.85,0.035,74,Car,32309
54655,Auto Loan,22442.94,0,49,Car,35351
54656,Auto Loan,19535.72,0.0455,49,Car,18588
54657,Auto Loan,20611.04,0,37,Car,39793
54658,Auto Loan,42686.62,0.0525,76,Car,38256
54659,Auto Loan,28678.2,0,61,Car,30498
54660,Auto Loan,51235.46,0.029,73,Car,32237
54661,Auto Loan,24787.83,0.0425,76,Car,41398
54662,Auto Loan,9600,0,49,Car,20105
54663,Auto Loan,13613.76,0.019,62,Car,25269
54664,Auto Loan,22407.46,0.025,62,Car,31849
54665,Auto Loan,17491.56,0.045,74,Car,23525
54666,Auto Loan,44717.86,0.019,62,Car,42675
54667,Auto Loan,37196.44,0.019,62,Car,40858
54668,Auto Loan,21009.13,0.0665,74,Car,22247
54669,Auto Loan,30013.9,0.0425,74,Car,30401
54670,Auto Loan,55444.7,0.076,74,Car,34969
54671,Auto Loan,18234,0.075,74,Car,24149
54672,Auto Loan,17190.62,0.0525,73,Car,25007
54673,Auto Loan,37267.75,0.029,73,Car,30312
54674,Auto Loan,47998.97,0.029,73,Car,38089
54675,Auto Loan,53865.35,0.0275,67,Car,41652
54676,Auto Loan,21566.39,0,61,Car,24731
54677,Auto Loan,32348.51,0.0675,74,Car,39200
54678,Auto Loan,19337,0.035,61,Car,24320
54679,Auto Loan,19697.3,0.0775,67,Car,19873
54680,Auto Loan,28481.15,0.0645,73,Car,22680
54681,Auto Loan,10749,0.0455,61,Car,31274
54682,Auto Loan,21364.6,0.0325,62,Car,20165
54683,Auto Loan,51419.68,0.029,73,Car,45911
54684,Auto Loan,57985.14,0.019,73,Car,75815
54685,Auto Loan,48026.85,0.009,61,Car,42376
54686,Auto Loan,23571.2,0.009,62,Car,31005
54687,Auto Loan,32127.36,0,50,Car,47278
54688,Auto Loan,21820.91,0.019,62,Car,39473
54689,Auto Loan,24916.42,0.085,73,Car,24220
